,Id,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,age_group,duration_status,Month,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
734,735,1,1,0,0,0,0,1,2,0,1,1,1,1,0,9,0,1,0,0,0,0,0,0,0,0,0
736,737,1,1,0,0,1,0,1,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
738,739,1,3,0,0,0,0,1,2,0,0,0,1,1,1,8,0,0,0,0,1,0,0,0,0,0,0
740,741,1,1,0,0,0,0,1,2,0,0,0,1,4,0,8,0,0,0,0,0,0,0,0,0,0,1
741,742,0,2,0,0,1,0,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
742,743,0,3,0,1,0,0,1,2,1,1,1,1,1,1,10,0,0,0,0,1,0,0,0,0,0,0
743,744,1,2,0,1,0,0,0,2,1,1,1,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0
745,746,1,1,0,0,1,0,1,2,0,0,0,1,3,1,4,0,0,0,0,0,1,0,0,0,0,0
747,748,1,3,0,0,0,1,1,3,0,0,0,1,1,1,8,0,0,0,0,1,0,0,0,0,0,0
749,750,1,1,0,0,1,1,1,1,1,1,0,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0
750,751,1,2,0,0,0,0,1,1,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0
751,752,1,1,0,0,1,0,1,2,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
752,753,0,1,0,0,1,0,1,1,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
753,754,1,1,0,0,1,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0
754,755,0,1,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0
756,757,1,3,0,0,1,0,1,1,0,0,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0
757,758,0,3,0,1,1,0,1,1,2,7,2,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0
758,759,1,1,0,0,0,0,1,1,0,2,0,1,1,0,11,1,0,0,0,0,0,0,0,0,0,0
760,761,1,3,0,0,0,0,1,3,0,0,0,0,2,1,8,0,0,0,0,1,0,0,0,0,0,0
763,764,0,1,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
764,765,2,3,0,0,1,0,1,2,0,0,0,1,2,1,5,0,0,0,0,1,0,0,0,0,0,0
765,766,0,3,0,0,0,0,1,1,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,1,0
766,767,1,1,0,3,1,1,1,2,0,0,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0
767,768,1,1,0,0,1,1,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
768,769,1,1,0,0,0,0,1,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,1,0
770,771,1,3,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
771,772,1,2,0,0,1,0,1,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
774,775,1,3,0,2,0,0,1,4,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,1
775,776,1,2,0,0,1,0,0,1,1,2,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0
776,777,0,2,0,0,1,0,1,8,0,0,0,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
777,778,1,3,0,1,0,0,1,1,0,2,0,1,3,0,9,0,0,0,0,1,0,0,0,0,0,0
778,779,1,1,0,0,1,0,1,2,0,1,0,1,2,1,11,0,0,0,0,0,0,0,1,0,0,0
779,780,0,3,0,2,1,0,1,1,1,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
780,781,1,1,0,0,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0
781,782,2,1,0,0,1,1,1,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
782,783,1,3,0,0,0,0,1,5,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0
784,785,0,3,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
785,786,1,1,0,0,1,0,1,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
786,787,2,1,0,2,1,0,1,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
788,789,1,3,0,1,0,0,1,1,0,0,0,1,2,1,9,0,0,0,0,1,0,0,0,0,0,0
789,790,0,1,0,0,1,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
791,792,1,1,0,1,0,0,1,2,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0
792,793,2,1,0,0,0,0,0,5,1,3,0,0,4,1,8,0,0,0,0,0,1,0,0,0,0,0
793,794,1,2,0,2,0,0,1,1,0,10,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0
795,796,0,1,0,0,1,0,1,2,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0
796,797,0,1,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0
797,798,2,3,0,0,1,0,1,2,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
799,800,1,1,0,0,1,0,0,2,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0
800,801,1,2,0,0,1,0,1,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
802,803,1,1,0,0,1,1,1,2,0,0,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0
803,804,1,1,0,0,0,0,1,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0
805,806,2,1,0,0,0,0,1,1,0,1,1,1,3,1,11,0,0,0,0,0,0,0,1,0,0,0
806,807,0,1,0,0,1,0,1,3,1,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0
807,808,1,3,0,0,0,0,1,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0
808,809,0,1,0,0,1,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
810,811,0,3,0,2,1,0,1,2,2,2,1,1,1,0,9,0,0,0,0,1,0,0,0,0,0,0
811,812,0,3,0,1,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
812,813,1,3,0,0,0,0,1,4,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0
813,814,1,1,0,0,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
814,815,0,3,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
816,817,1,3,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
817,818,1,2,0,0,1,1,1,2,0,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
819,820,0,1,0,0,1,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
820,821,1,2,0,0,1,0,0,1,0,3,2,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0
822,823,1,1,0,0,0,0,1,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0
823,824,0,1,0,2,0,0,1,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0
824,825,1,2,0,3,0,1,1,8,0,0,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0
826,827,1,1,0,0,1,0,1,2,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
827,828,1,1,0,0,0,0,1,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0
828,829,1,1,0,0,1,0,1,2,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0
829,830,2,3,0,0,1,0,1,1,0,2,0,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0
830,831,1,3,0,0,0,0,1,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0
833,834,1,1,0,0,0,0,1,3,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0
837,838,1,1,0,2,1,1,1,4,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0
838,839,0,3,0,1,0,0,1,1,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0
839,840,2,1,0,1,1,0,1,3,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0
840,841,1,1,0,3,0,0,1,1,0,1,1,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0
843,844,1,1,0,0,0,0,1,7,0,0,0,1,3,1,8,0,1,0,0,0,0,0,0,0,0,0
846,847,0,1,0,0,1,0,1,4,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0
847,848,0,3,0,0,0,0,1,2,1,8,1,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0
848,849,0,1,0,0,0,1,1,1,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,1,0
849,850,1,2,0,0,0,0,0,1,0,2,1,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0
850,851,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
851,852,1,1,0,2,1,0,1,4,0,1,2,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0
852,853,1,1,0,0,0,0,1,6,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0
853,854,1,1,0,0,0,0,1,2,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0
854,855,1,3,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
856,857,1,3,0,0,0,1,1,3,0,0,0,1,3,1,7,0,0,0,0,1,0,0,0,0,0,0
857,858,1,3,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
859,860,0,1,0,0,1,0,1,1,2,1,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0
860,861,1,2,0,0,0,0,1,3,0,0,0,1,2,1,6,0,1,0,0,0,0,0,0,0,0,0
861,862,1,2,0,0,1,0,1,4,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0
866,867,2,1,0,0,1,0,1,4,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
867,868,0,1,0,1,1,0,1,2,1,2,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0
872,873,2,2,0,2,0,0,1,1,0,0,0,1,4,0,11,0,0,0,0,0,1,0,0,0,0,0
873,874,0,3,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0
874,875,0,1,0,0,1,0,1,2,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
875,876,0,3,0,0,0,0,1,5,0,0,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
876,877,0,3,0,2,1,0,1,5,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0
877,878,2,1,0,0,1,0,1,2,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
879,880,0,1,0,0,1,0,1,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0
880,881,2,1,0,0,0,0,1,5,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,1,0
881,882,1,1,0,0,1,1,1,4,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
882,883,1,1,0,0,1,0,1,10,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0
883,884,1,1,0,0,0,1,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
884,885,0,3,0,0,0,0,1,1,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,0
885,886,2,1,0,0,0,0,1,1,0,0,0,1,3,1,11,0,0,0,0,0,0,0,0,0,0,1
886,887,1,3,0,1,1,1,1,3,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,1,0
887,888,1,2,0,2,1,0,1,3,0,0,0,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0
888,889,1,3,0,1,1,0,1,3,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
889,890,1,1,0,2,1,0,1,1,0,0,0,0,2,1,7,1,0,0,0,0,0,0,0,0,0,0
893,894,1,1,0,1,1,0,1,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
894,895,1,2,0,0,0,0,1,1,0,0,0,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0
895,896,1,3,0,0,0,0,1,1,0,1,1,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0
896,897,1,3,0,2,0,0,1,2,0,0,0,1,2,0,6,0,0,0,0,1,0,0,0,0,0,0
897,898,1,3,0,0,0,0,0,1,1,1,1,1,4,1,9,0,0,0,0,0,1,0,0,0,0,0
898,899,1,1,0,0,1,0,1,1,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
899,900,1,1,0,0,1,1,1,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
901,902,2,2,0,0,1,0,1,2,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
903,904,0,3,0,1,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
905,906,1,1,0,0,1,1,1,4,1,4,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
907,908,1,2,0,0,1,0,1,1,0,0,0,1,3,1,11,0,1,0,0,0,0,0,0,0,0,0
909,910,1,2,0,0,1,0,1,5,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
910,911,1,3,0,0,0,0,1,5,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0
911,912,1,3,0,0,1,0,1,16,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0
912,913,2,1,0,1,0,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
913,914,1,1,0,0,1,0,1,2,0,0,0,1,3,0,5,0,0,0,0,1,0,0,0,0,0,0
914,915,0,3,0,1,0,0,1,4,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0
915,916,2,3,0,0,1,0,1,5,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
917,918,1,3,0,1,0,0,1,2,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0
918,919,2,3,0,0,1,0,0,1,0,0,0,1,2,1,9,0,0,0,0,0,0,0,0,0,1,0
919,920,1,1,0,1,0,0,1,2,0,0,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0
920,921,0,3,0,0,1,0,1,4,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0
921,922,1,1,0,0,0,0,1,2,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0
922,923,1,3,0,2,0,0,1,2,1,2,1,1,2,0,12,0,0,0,0,0,0,0,1,0,0,0
923,924,1,1,0,0,0,0,1,1,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0
924,925,1,2,0,2,0,0,1,2,1,2,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0
925,926,0,1,0,1,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0
926,927,1,2,0,0,1,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
927,928,1,1,0,0,1,0,1,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
928,929,1,1,0,0,1,0,1,1,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0
929,930,1,3,0,0,0,0,1,2,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0
930,931,0,3,0,0,1,1,1,1,2,4,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0
931,932,1,1,0,1,1,1,1,1,2,5,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
932,933,1,3,0,0,1,0,1,2,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
933,934,0,1,0,3,1,0,1,1,0,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0
934,935,1,1,0,0,0,0,1,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0
936,937,0,3,0,0,0,0,1,3,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0
937,938,0,3,0,1,0,0,1,1,1,10,1,1,1,0,10,0,0,0,0,1,0,0,0,0,0,0
940,941,1,2,0,3,1,0,1,2,0,0,0,1,2,1,11,0,1,0,0,0,0,0,0,0,0,0
942,943,0,3,0,0,0,0,1,5,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
943,944,1,2,0,0,1,0,0,11,0,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,0,0
946,947,1,3,0,0,0,0,1,2,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0
947,948,2,1,0,0,1,0,1,2,2,9,2,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0
949,950,0,1,0,0,0,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0
951,952,1,2,0,0,1,0,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
952,953,1,1,0,0,1,0,1,3,1,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
953,954,0,1,0,0,0,0,1,2,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,1,0,0
954,955,2,3,0,0,1,0,1,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0
955,956,1,3,0,1,0,0,1,5,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
956,957,0,3,0,0,0,0,0,5,0,2,0,0,4,0,11,0,0,0,0,0,1,0,0,0,0,0
957,958,1,3,0,2,0,1,1,1,0,3,1,1,2,0,11,0,0,0,0,1,0,0,0,0,0,0
961,962,1,1,0,0,0,0,1,1,0,0,0,0,3,1,7,0,0,0,0,0,1,0,0,0,0,0
963,964,1,1,0,1,0,0,0,1,0,0,0,1,2,1,11,1,0,0,0,0,0,0,0,0,0,0
964,965,1,1,0,0,0,0,1,1,0,0,0,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0
965,966,0,1,0,0,0,0,1,3,0,0,0,1,2,1,6,0,1,0,0,0,0,0,0,0,0,0
966,967,0,3,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0
967,968,0,2,0,0,1,0,1,1,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0
968,969,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
969,970,1,1,0,0,0,1,1,4,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
970,971,1,3,0,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
971,972,0,3,0,0,1,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0
972,973,0,1,0,1,1,0,1,1,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
973,974,1,1,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0
976,977,2,1,0,0,1,0,1,1,0,0,0,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0
977,978,2,2,0,0,1,0,1,1,2,1,1,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
978,979,1,3,0,0,1,0,1,4,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0
979,980,1,1,0,0,1,0,1,2,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0
980,981,1,1,0,0,0,0,1,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1
981,982,1,1,0,0,1,0,1,1,2,1,2,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0
982,983,1,1,0,0,0,0,1,1,1,5,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0
983,984,1,2,0,1,1,0,1,4,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
984,985,1,1,0,0,0,0,1,1,0,0,0,1,3,1,6,1,0,0,0,0,0,0,0,0,0,0
985,986,1,1,0,0,0,0,1,4,2,2,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,1
987,988,1,1,0,1,0,0,1,3,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,0,0
988,989,0,1,0,0,1,1,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
990,991,1,3,0,2,0,0,1,2,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,1,0
992,993,1,3,0,2,0,0,1,1,1,1,0,1,3,0,10,0,0,0,0,1,0,0,0,0,0,0
993,994,0,3,0,0,0,0,1,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0
994,995,0,3,0,0,1,0,1,2,1,2,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,0
995,996,0,1,0,0,1,0,1,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0
996,997,1,2,0,0,0,0,1,2,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0
997,998,1,1,0,1,0,0,1,1,0,0,0,1,2,0,10,0,0,0,1,0,0,0,0,0,0,0
1000,1001,1,3,0,0,1,0,1,2,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1001,1002,1,3,0,1,0,0,1,3,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0
1002,1003,0,2,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
1005,1006,1,1,0,1,1,0,1,1,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0,0,0
1006,1007,1,2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0
1007,1008,1,3,0,2,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1009,1010,0,1,0,0,1,0,1,3,2,4,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
1010,1011,1,3,1,0,0,1,1,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0
1011,1012,1,3,0,1,1,0,1,32,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1013,1014,1,3,0,1,0,0,1,1,0,0,0,1,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1014,1015,0,3,0,0,1,1,1,2,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0
1015,1016,1,3,0,1,1,0,1,3,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
1016,1017,1,1,0,1,1,0,1,5,1,3,2,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1017,1018,1,3,0,0,1,0,1,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0
1018,1019,1,2,0,3,1,0,1,2,0,0,0,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0
1019,1020,1,2,0,0,1,0,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1022,1023,1,1,0,0,0,1,1,1,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,1,0
1024,1025,0,1,0,0,0,0,1,3,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
1025,1026,1,3,0,0,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1026,1027,1,1,0,0,0,0,1,1,0,2,1,1,4,1,10,0,0,0,0,0,1,0,0,0,0,0
1027,1028,1,3,0,0,0,0,1,2,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,1,0
1031,1032,1,2,0,1,0,0,1,4,0,0,0,1,3,1,8,0,0,0,1,0,0,0,0,0,0,0
1032,1033,2,1,0,1,0,0,0,1,0,0,0,1,3,0,10,1,0,0,0,0,0,0,0,0,0,0
1034,1035,2,3,0,1,1,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0
1035,1036,1,1,0,0,0,0,1,2,1,3,1,1,4,1,7,0,0,0,0,0,1,0,0,0,0,0
1036,1037,1,1,0,1,0,0,1,2,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,1
1037,1038,0,3,0,0,0,0,1,3,0,0,0,1,1,1,7,0,0,0,0,0,0,1,0,0,0,0
1038,1039,1,3,0,0,0,0,1,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,0,0,0,0
1040,1041,1,2,0,1,0,0,0,5,0,4,2,1,4,0,6,0,0,0,0,0,1,0,0,0,0,0
1041,1042,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1042,1043,0,3,0,0,0,0,1,1,0,1,1,1,1,0,9,0,0,0,0,0,0,0,0,0,1,0
1043,1044,1,2,0,0,1,0,1,2,1,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
1044,1045,1,2,0,0,1,0,0,1,1,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
1045,1046,2,2,0,1,0,0,0,2,0,0,0,1,4,0,3,0,0,0,0,0,1,0,0,0,0,0
1046,1047,1,1,0,0,1,0,1,8,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
1047,1048,1,1,0,0,1,0,1,3,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1048,1049,1,3,0,0,0,0,1,1,0,0,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
1050,1051,1,1,0,1,0,0,0,1,0,0,0,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0
1051,1052,1,3,0,0,0,0,1,3,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1053,1054,0,1,0,2,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1055,1056,1,1,0,0,0,0,1,6,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0
1057,1058,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
1058,1059,1,2,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0
1059,1060,0,3,0,1,0,0,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0
1060,1061,1,1,0,3,1,0,1,20,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0
1061,1062,0,1,0,1,0,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1062,1063,1,2,0,2,1,0,1,1,0,0,0,1,1,1,11,0,1,0,0,0,0,0,0,0,0,0
1064,1065,2,3,0,2,0,0,1,1,0,0,0,1,4,0,4,0,0,0,0,0,1,0,0,0,0,0
1065,1066,0,3,0,0,0,0,1,1,0,5,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,0
1070,1071,1,1,0,0,1,0,1,1,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
1072,1073,1,3,0,1,0,0,1,1,0,4,1,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0
1074,1075,1,1,0,1,0,0,1,1,1,1,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,1
